GEOID,year,name,parent-location,population,poverty-rate,renter-occupied-households,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,pct-nh-pi,pct-multiple,pct-other,eviction-filings,evictions,eviction-rate,eviction-filing-rate,low-flag,imputed,subbed
48001,2000,Anderson County,Texas,55109.0,16.47,4082.0,26.04,456.0,31957.0,58900.0,24.3,63.08,23.4,12.17,0.24,0.44,0.01,0.63,0.02,,,,,0,0,0
48001,2001,Anderson County,Texas,55109.0,16.47,4152.0,26.04,456.0,31957.0,58900.0,24.3,63.08,23.4,12.17,0.24,0.44,0.01,0.63,0.02,,,,,0,0,0
48001,2002,Anderson County,Texas,55109.0,16.47,4223.0,26.04,456.0,31957.0,58900.0,24.3,63.08,23.4,12.17,0.24,0.44,0.01,0.63,0.02,,,,,0,0,0
48001,2003,Anderson County,Texas,55109.0,16.47,4293.0,26.04,456.0,31957.0,58900.0,24.3,63.08,23.4,12.17,0.24,0.44,0.01,0.63,0.02,,,,,0,0,0
48001,2004,Anderson County,Texas,55109.0,16.47,4364.0,26.04,456.0,31957.0,58900.0,24.3,63.08,23.4,12.17,0.24,0.44,0.01,0.63,0.02,,,,,0,0,0
48001,2005,Anderson County,Texas,56575.0,12.21,4434.0,28.31,635.0,39355.0,74300.0,29.4,61.87,22.03,13.97,0.28,0.71,0.14,1.0,0.0,,,,,0,0,0
48001,2006,Anderson County,Texas,56575.0,12.21,4504.0,28.31,635.0,39355.0,74300.0,29.4,61.87,22.03,13.97,0.28,0.71,0.14,1.0,0.0,,,,,0,0,0
48001,2007,Anderson County,Texas,56575.0,12.21,4575.0,28.31,635.0,39355.0,74300.0,29.4,61.87,22.03,13.97,0.28,0.71,0.14,1.0,0.0,,,,,0,0,0
48001,2008,Anderson County,Texas,56575.0,12.21,4645.0,28.31,635.0,39355.0,74300.0,29.4,61.87,22.03,13.97,0.28,0.71,0.14,1.0,0.0,,,,,0,0,0
48001,2009,Anderson County,Texas,56575.0,12.21,4716.0,28.31,635.0,39355.0,74300.0,29.4,61.87,22.03,13.97,0.28,0.71,0.14,1.0,0.0,,,,,0,0,0
48001,2010,Anderson County,Texas,58458.0,15.05,4786.0,27.8,695.0,41471.0,80600.0,30.9,61.23,20.91,15.89,0.33,0.48,0.03,1.08,0.06,,,,,0,0,0
48001,2011,Anderson County,Texas,57915.0,14.85,4862.0,29.55,721.0,41327.0,83000.0,29.2,60.15,21.13,16.83,0.4,0.61,0.02,0.85,0.0,,,,,0,0,0
48001,2012,Anderson County,Texas,57915.0,14.85,4939.0,29.55,721.0,41327.0,83000.0,29.2,60.15,21.13,16.83,0.4,0.61,0.02,0.85,0.0,,,,,0,0,0
48001,2013,Anderson County,Texas,57915.0,14.85,5015.0,29.55,721.0,41327.0,83000.0,29.2,60.15,21.13,16.83,0.4,0.61,0.02,0.85,0.0,,,,,0,0,0
48001,2014,Anderson County,Texas,57915.0,14.85,5091.0,29.55,721.0,41327.0,83000.0,29.2,60.15,21.13,16.83,0.4,0.61,0.02,0.85,0.0,,,,,0,0,0
48001,2015,Anderson County,Texas,57915.0,14.85,5168.0,29.55,721.0,41327.0,83000.0,29.2,60.15,21.13,16.83,0.4,0.61,0.02,0.85,0.0,,,,,0,0,0
48001,2016,Anderson County,Texas,57915.0,14.85,5244.0,29.55,721.0,41327.0,83000.0,29.2,60.15,21.13,16.83,0.4,0.61,0.02,0.85,0.0,,,,,0,0,0
48003,2000,Andrews County,Texas,13004.0,16.42,936.0,20.34,397.0,34036.0,42500.0,19.1,56.31,1.5,40.0,0.49,0.68,0.02,0.91,0.1,5.0,5.0,0.53,0.53,0,0,0
48003,2001,Andrews County,Texas,13004.0,16.42,966.0,20.34,397.0,34036.0,42500.0,19.1,56.31,1.5,40.0,0.49,0.68,0.02,0.91,0.1,11.0,8.0,0.83,1.14,0,0,0
48003,2002,Andrews County,Texas,13004.0,16.42,997.0,20.34,397.0,34036.0,42500.0,19.1,56.31,1.5,40.0,0.49,0.68,0.02,0.91,0.1,12.0,12.0,1.2,1.2,0,0,0
48003,2003,Andrews County,Texas,13004.0,16.42,1027.0,20.34,397.0,34036.0,42500.0,19.1,56.31,1.5,40.0,0.49,0.68,0.02,0.91,0.1,17.0,17.0,1.66,1.66,0,0,0
48003,2004,Andrews County,Texas,13004.0,16.42,1057.0,20.34,397.0,34036.0,42500.0,19.1,56.31,1.5,40.0,0.49,0.68,0.02,0.91,0.1,27.0,23.0,2.18,2.55,0,0,0
48003,2005,Andrews County,Texas,13295.0,14.05,1088.0,21.33,588.0,47227.0,68900.0,24.2,48.88,0.62,46.99,0.23,0.4,0.0,2.8,0.09,30.0,19.0,1.75,2.76,0,0,0
48003,2006,Andrews County,Texas,13295.0,14.05,1118.0,21.33,588.0,47227.0,68900.0,24.2,48.88,0.62,46.99,0.23,0.4,0.0,2.8,0.09,23.0,15.0,1.34,2.06,0,0,0
48003,2007,Andrews County,Texas,13295.0,14.05,1148.0,21.33,588.0,47227.0,68900.0,24.2,48.88,0.62,46.99,0.23,0.4,0.0,2.8,0.09,30.0,18.0,1.57,2.61,0,0,0
48003,2008,Andrews County,Texas,13295.0,14.05,1178.0,21.33,588.0,47227.0,68900.0,24.2,48.88,0.62,46.99,0.23,0.4,0.0,2.8,0.09,16.0,16.0,1.36,1.36,0,0,0
48003,2009,Andrews County,Texas,13295.0,14.05,1209.0,21.33,588.0,47227.0,68900.0,24.2,48.88,0.62,46.99,0.23,0.4,0.0,2.8,0.09,25.0,20.0,1.65,2.07,0,0,0
48003,2010,Andrews County,Texas,14786.0,10.99,1239.0,23.56,701.0,55327.0,90200.0,21.1,47.9,1.35,48.66,0.64,0.57,0.01,0.75,0.11,15.0,13.0,1.05,1.21,0,0,0
48003,2011,Andrews County,Texas,16775.0,9.25,1307.0,25.31,929.0,70423.0,111600.0,23.4,43.06,1.26,53.2,0.2,0.38,0.0,1.9,0.0,13.0,12.0,0.92,1.0,0,0,0
48003,2012,Andrews County,Texas,16775.0,9.25,1374.0,25.31,929.0,70423.0,111600.0,23.4,43.06,1.26,53.2,0.2,0.38,0.0,1.9,0.0,22.0,21.0,1.53,1.6,0,0,0
48003,2013,Andrews County,Texas,16775.0,9.25,1442.0,25.31,929.0,70423.0,111600.0,23.4,43.06,1.26,53.2,0.2,0.38,0.0,1.9,0.0,30.0,30.0,2.08,2.08,0,0,0
48003,2014,Andrews County,Texas,16775.0,9.25,1509.0,25.31,929.0,70423.0,111600.0,23.4,43.06,1.26,53.2,0.2,0.38,0.0,1.9,0.0,29.0,29.0,1.92,1.92,0,0,0
48003,2015,Andrews County,Texas,16775.0,9.25,1577.0,25.31,929.0,70423.0,111600.0,23.4,43.06,1.26,53.2,0.2,0.38,0.0,1.9,0.0,34.0,30.0,1.9,2.16,0,0,0
48003,2016,Andrews County,Texas,16775.0,9.25,1644.0,25.31,929.0,70423.0,111600.0,23.4,43.06,1.26,53.2,0.2,0.38,0.0,1.9,0.0,31.0,25.0,1.52,1.89,0,0,0
48005,2000,Angelina County,Texas,80130.0,15.78,7920.0,27.61,461.0,33806.0,63600.0,25.7,69.41,14.55,14.35,0.22,0.65,0.02,0.79,0.02,,,,,0,0,0
48005,2001,Angelina County,Texas,80130.0,15.78,8103.0,27.61,461.0,33806.0,63600.0,25.7,69.41,14.55,14.35,0.22,0.65,0.02,0.79,0.02,46.0,43.0,0.53,0.57,1,0,0
48005,2002,Angelina County,Texas,80130.0,15.78,8286.0,27.61,461.0,33806.0,63600.0,25.7,69.41,14.55,14.35,0.22,0.65,0.02,0.79,0.02,108.0,104.0,1.26,1.3,1,0,0
48005,2003,Angelina County,Texas,80130.0,15.78,8468.0,27.61,461.0,33806.0,63600.0,25.7,69.41,14.55,14.35,0.22,0.65,0.02,0.79,0.02,113.0,108.0,1.28,1.33,1,1,0
48005,2004,Angelina County,Texas,80130.0,15.78,8651.0,27.61,461.0,33806.0,63600.0,25.7,69.41,14.55,14.35,0.22,0.65,0.02,0.79,0.02,120.0,117.0,1.35,1.39,1,0,0
48005,2005,Angelina County,Texas,82465.0,13.89,8834.0,30.92,669.0,38862.0,77100.0,30.1,65.65,14.37,17.88,0.18,0.78,0.04,0.9,0.2,157.0,154.0,1.74,1.78,1,0,0
48005,2006,Angelina County,Texas,82465.0,13.89,9017.0,30.92,669.0,38862.0,77100.0,30.1,65.65,14.37,17.88,0.18,0.78,0.04,0.9,0.2,,,,,0,0,0
48005,2007,Angelina County,Texas,82465.0,13.89,9200.0,30.92,669.0,38862.0,77100.0,30.1,65.65,14.37,17.88,0.18,0.78,0.04,0.9,0.2,,,,,0,0,0
48005,2008,Angelina County,Texas,82465.0,13.89,9382.0,30.92,669.0,38862.0,77100.0,30.1,65.65,14.37,17.88,0.18,0.78,0.04,0.9,0.2,,,,,0,0,0
48005,2009,Angelina County,Texas,82465.0,13.89,9565.0,30.92,669.0,38862.0,77100.0,30.1,65.65,14.37,17.88,0.18,0.78,0.04,0.9,0.2,,,,,0,0,0
48005,2010,Angelina County,Texas,86771.0,13.7,9748.0,31.35,721.0,40150.0,83700.0,29.8,63.26,14.8,19.76,0.29,0.86,0.01,0.92,0.11,,,,,0,0,0
48005,2011,Angelina County,Texas,87748.0,14.56,9948.0,34.02,773.0,44223.0,87100.0,30.5,61.92,14.88,20.92,0.14,0.97,0.0,1.13,0.04,,,,,0,0,0
48005,2012,Angelina County,Texas,87748.0,14.56,10148.0,34.02,773.0,44223.0,87100.0,30.5,61.92,14.88,20.92,0.14,0.97,0.0,1.13,0.04,,,,,0,0,0
48005,2013,Angelina County,Texas,87748.0,14.56,10348.0,34.02,773.0,44223.0,87100.0,30.5,61.92,14.88,20.92,0.14,0.97,0.0,1.13,0.04,,,,,0,0,0
48005,2014,Angelina County,Texas,87748.0,14.56,10547.0,34.02,773.0,44223.0,87100.0,30.5,61.92,14.88,20.92,0.14,0.97,0.0,1.13,0.04,,,,,0,0,0
48005,2015,Angelina County,Texas,87748.0,14.56,10747.0,34.02,773.0,44223.0,87100.0,30.5,61.92,14.88,20.92,0.14,0.97,0.0,1.13,0.04,,,,,0,0,0
48005,2016,Angelina County,Texas,87748.0,14.56,10947.0,34.02,773.0,44223.0,87100.0,30.5,61.92,14.88,20.92,0.14,0.97,0.0,1.13,0.04,,,,,0,0,0
48007,2000,Aransas County,Texas,22497.0,19.91,2267.0,24.82,475.0,30702.0,79000.0,23.1,73.77,1.35,20.32,0.46,2.73,0.03,1.24,0.1,11.0,11.0,0.49,0.49,1,0,0
48007,2001,Aransas County,Texas,22497.0,19.91,2287.0,24.82,475.0,30702.0,79000.0,23.1,73.77,1.35,20.32,0.46,2.73,0.03,1.24,0.1,79.0,50.0,2.19,3.45,0,0,0
48007,2002,Aransas County,Texas,22497.0,19.91,2307.0,24.82,475.0,30702.0,79000.0,23.1,73.77,1.35,20.32,0.46,2.73,0.03,1.24,0.1,76.0,33.0,1.43,3.29,1,0,0
48007,2003,Aransas County,Texas,22497.0,19.91,2328.0,24.82,475.0,30702.0,79000.0,23.1,73.77,1.35,20.32,0.46,2.73,0.03,1.24,0.1,38.0,31.0,1.33,1.63,1,0,0
48007,2004,Aransas County,Texas,22497.0,19.91,2348.0,24.82,475.0,30702.0,79000.0,23.1,73.77,1.35,20.32,0.46,2.73,0.03,1.24,0.1,62.0,62.0,2.64,2.64,0,0,0
48007,2005,Aransas County,Texas,24499.0,11.9,2368.0,25.17,755.0,41172.0,128500.0,34.7,71.33,0.96,22.64,0.22,2.76,0.0,2.09,0.0,42.0,34.0,1.44,1.77,1,0,0
48007,2006,Aransas County,Texas,24499.0,11.9,2388.0,25.17,755.0,41172.0,128500.0,34.7,71.33,0.96,22.64,0.22,2.76,0.0,2.09,0.0,91.0,63.0,2.64,3.81,0,0,0
48007,2007,Aransas County,Texas,24499.0,11.9,2408.0,25.17,755.0,41172.0,128500.0,34.7,71.33,0.96,22.64,0.22,2.76,0.0,2.09,0.0,40.0,33.0,1.37,1.66,0,0,0
48007,2008,Aransas County,Texas,24499.0,11.9,2429.0,25.17,755.0,41172.0,128500.0,34.7,71.33,0.96,22.64,0.22,2.76,0.0,2.09,0.0,12.0,10.0,0.41,0.49,1,0,0
48007,2009,Aransas County,Texas,24499.0,11.9,2449.0,25.17,755.0,41172.0,128500.0,34.7,71.33,0.96,22.64,0.22,2.76,0.0,2.09,0.0,14.0,13.0,0.53,0.57,1,0,0
48007,2010,Aransas County,Texas,23158.0,13.19,2469.0,25.21,830.0,44769.0,121500.0,33.6,70.6,1.11,24.57,0.51,1.91,0.02,1.18,0.09,29.0,28.0,1.13,1.17,1,0,0
48007,2011,Aransas County,Texas,24292.0,14.18,2551.0,27.29,822.0,41690.0,144000.0,32.9,68.26,1.51,26.11,0.06,1.66,0.0,2.29,0.11,26.0,26.0,1.02,1.02,1,0,0
48007,2012,Aransas County,Texas,24292.0,14.18,2634.0,27.29,822.0,41690.0,144000.0,32.9,68.26,1.51,26.11,0.06,1.66,0.0,2.29,0.11,32.0,32.0,1.22,1.22,1,0,0
48007,2013,Aransas County,Texas,24292.0,14.18,2716.0,27.29,822.0,41690.0,144000.0,32.9,68.26,1.51,26.11,0.06,1.66,0.0,2.29,0.11,65.0,64.0,2.36,2.39,1,0,0
48007,2014,Aransas County,Texas,24292.0,14.18,2798.0,27.29,822.0,41690.0,144000.0,32.9,68.26,1.51,26.11,0.06,1.66,0.0,2.29,0.11,93.0,90.0,3.22,3.32,1,0,0
48007,2015,Aransas County,Texas,24292.0,14.18,2881.0,27.29,822.0,41690.0,144000.0,32.9,68.26,1.51,26.11,0.06,1.66,0.0,2.29,0.11,72.0,68.0,2.36,2.5,1,0,0
48007,2016,Aransas County,Texas,24292.0,14.18,2963.0,27.29,822.0,41690.0,144000.0,32.9,68.26,1.51,26.11,0.06,1.66,0.0,2.29,0.11,24.0,24.0,0.81,0.81,1,0,0
48009,2000,Archer County,Texas,8854.0,8.96,627.0,18.74,424.0,38514.0,61200.0,19.6,93.33,0.08,4.87,0.53,0.12,0.03,1.01,0.03,0.0,0.0,0.0,0.0,0,0,0
48009,2001,Archer County,Texas,8854.0,8.96,628.0,18.74,424.0,38514.0,61200.0,19.6,93.33,0.08,4.87,0.53,0.12,0.03,1.01,0.03,3.0,3.0,0.48,0.48,0,0,0
48009,2002,Archer County,Texas,8854.0,8.96,629.0,18.74,424.0,38514.0,61200.0,19.6,93.33,0.08,4.87,0.53,0.12,0.03,1.01,0.03,0.0,0.0,0.0,0.0,0,0,0
48009,2003,Archer County,Texas,8854.0,8.96,630.0,18.74,424.0,38514.0,61200.0,19.6,93.33,0.08,4.87,0.53,0.12,0.03,1.01,0.03,1.0,0.0,0.0,0.16,0,0,0
48009,2004,Archer County,Texas,8854.0,8.96,631.0,18.74,424.0,38514.0,61200.0,19.6,93.33,0.08,4.87,0.53,0.12,0.03,1.01,0.03,0.0,0.0,0.0,0.0,0,0,0
48009,2005,Archer County,Texas,8936.0,6.42,633.0,19.77,488.0,51792.0,97500.0,21.8,91.39,0.2,7.45,0.06,0.56,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0,0,0
48009,2006,Archer County,Texas,8936.0,6.42,634.0,19.77,488.0,51792.0,97500.0,21.8,91.39,0.2,7.45,0.06,0.56,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0,0,0
48009,2007,Archer County,Texas,8936.0,6.42,635.0,19.77,488.0,51792.0,97500.0,21.8,91.39,0.2,7.45,0.06,0.56,0.0,0.34,0.0,1.0,1.0,0.16,0.16,0,0,0
48009,2008,Archer County,Texas,8936.0,6.42,636.0,19.77,488.0,51792.0,97500.0,21.8,91.39,0.2,7.45,0.06,0.56,0.0,0.34,0.0,1.0,1.0,0.16,0.16,0,0,0
48009,2009,Archer County,Texas,8936.0,6.42,637.0,19.77,488.0,51792.0,97500.0,21.8,91.39,0.2,7.45,0.06,0.56,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0,0,0
48009,2010,Archer County,Texas,9054.0,7.69,638.0,18.03,648.0,56250.0,101400.0,27.1,90.37,0.38,7.46,0.52,0.2,0.03,1.01,0.04,0.0,0.0,0.0,0.0,0,0,0
48009,2011,Archer County,Texas,8779.0,5.35,651.0,16.75,659.0,60275.0,107500.0,24.3,88.81,0.64,8.06,1.34,0.47,0.0,0.67,0.0,1.0,1.0,0.15,0.15,0,0,0
48009,2012,Archer County,Texas,8779.0,5.35,664.0,16.75,659.0,60275.0,107500.0,24.3,88.81,0.64,8.06,1.34,0.47,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0,0,0
48009,2013,Archer County,Texas,8779.0,5.35,677.0,16.75,659.0,60275.0,107500.0,24.3,88.81,0.64,8.06,1.34,0.47,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0,0,0
48009,2014,Archer County,Texas,8779.0,5.35,689.0,16.75,659.0,60275.0,107500.0,24.3,88.81,0.64,8.06,1.34,0.47,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0,0,0
48009,2015,Archer County,Texas,8779.0,5.35,702.0,16.75,659.0,60275.0,107500.0,24.3,88.81,0.64,8.06,1.34,0.47,0.0,0.67,0.0,3.0,0.0,0.0,0.43,0,0,0
48009,2016,Archer County,Texas,8779.0,5.35,715.0,16.75,659.0,60275.0,107500.0,24.3,88.81,0.64,8.06,1.34,0.47,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0,0,0
48011,2000,Armstrong County,Texas,2148.0,10.61,169.0,21.07,436.0,38194.0,60500.0,18.8,93.48,0.19,5.4,0.33,0.0,0.0,0.56,0.05,0.0,0.0,0.0,0.0,0,0,0
48011,2001,Armstrong County,Texas,2148.0,10.61,165.0,21.07,436.0,38194.0,60500.0,18.8,93.48,0.19,5.4,0.33,0.0,0.0,0.56,0.05,0.0,0.0,0.0,0.0,0,0,0
48011,2002,Armstrong County,Texas,2148.0,10.61,162.0,21.07,436.0,38194.0,60500.0,18.8,93.48,0.19,5.4,0.33,0.0,0.0,0.56,0.05,0.0,0.0,0.0,0.0,0,0,0
48011,2003,Armstrong County,Texas,2148.0,10.61,158.0,21.07,436.0,38194.0,60500.0,18.8,93.48,0.19,5.4,0.33,0.0,0.0,0.56,0.05,0.0,0.0,0.0,0.0,0,0,0
48011,2004,Armstrong County,Texas,2148.0,10.61,154.0,21.07,436.0,38194.0,60500.0,18.8,93.48,0.19,5.4,0.33,0.0,0.0,0.56,0.05,0.0,0.0,0.0,0.0,0,0,0
48011,2005,Armstrong County,Texas,2014.0,7.86,151.0,17.82,577.0,58516.0,86900.0,29.3,84.91,1.49,11.32,1.79,0.0,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0,0,0
48011,2006,Armstrong County,Texas,2014.0,7.86,147.0,17.82,577.0,58516.0,86900.0,29.3,84.91,1.49,11.32,1.79,0.0,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0,0,0
48011,2007,Armstrong County,Texas,2014.0,7.86,143.0,17.82,577.0,58516.0,86900.0,29.3,84.91,1.49,11.32,1.79,0.0,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0,0,0
48011,2008,Armstrong County,Texas,2014.0,7.86,139.0,17.82,577.0,58516.0,86900.0,29.3,84.91,1.49,11.32,1.79,0.0,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0,0,0
48011,2009,Armstrong County,Texas,2014.0,7.86,136.0,17.82,577.0,58516.0,86900.0,29.3,84.91,1.49,11.32,1.79,0.0,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0,0,0
48011,2010,Armstrong County,Texas,1901.0,5.31,132.0,17.58,780.0,56974.0,91800.0,14.7,90.74,0.58,6.52,0.68,0.0,0.0,0.89,0.58,0.0,0.0,0.0,0.0,0,0,0
48011,2011,Armstrong County,Texas,1943.0,5.43,134.0,23.95,708.0,59737.0,106600.0,17.7,84.46,0.62,11.84,1.6,0.0,0.15,1.34,0.0,0.0,0.0,0.0,0.0,0,0,0
48011,2012,Armstrong County,Texas,1943.0,5.43,137.0,23.95,708.0,59737.0,106600.0,17.7,84.46,0.62,11.84,1.6,0.0,0.15,1.34,0.0,0.0,0.0,0.0,0.0,0,0,0
48011,2013,Armstrong County,Texas,1943.0,5.43,139.0,23.95,708.0,59737.0,106600.0,17.7,84.46,0.62,11.84,1.6,0.0,0.15,1.34,0.0,0.0,0.0,0.0,0.0,0,0,0
48011,2014,Armstrong County,Texas,1943.0,5.43,141.0,23.95,708.0,59737.0,106600.0,17.7,84.46,0.62,11.84,1.6,0.0,0.15,1.34,0.0,1.0,0.0,0.0,0.71,0,0,0
48011,2015,Armstrong County,Texas,1943.0,5.43,144.0,23.95,708.0,59737.0,106600.0,17.7,84.46,0.62,11.84,1.6,0.0,0.15,1.34,0.0,0.0,0.0,0.0,0.0,0,0,0
48011,2016,Armstrong County,Texas,1943.0,5.43,146.0,23.95,708.0,59737.0,106600.0,17.7,84.46,0.62,11.84,1.6,0.0,0.15,1.34,0.0,0.0,0.0,0.0,0.0,0,0,0
48013,2000,Atascosa County,Texas,38628.0,20.2,2768.0,21.6,398.0,33081.0,52900.0,24.4,39.57,0.46,58.56,0.38,0.27,0.04,0.65,0.08,,,,,0,0,0
48013,2001,Atascosa County,Texas,38628.0,20.2,2860.0,21.6,398.0,33081.0,52900.0,24.4,39.57,0.46,58.56,0.38,0.27,0.04,0.65,0.08,,,,,0,0,0
48013,2002,Atascosa County,Texas,38628.0,20.2,2952.0,21.6,398.0,33081.0,52900.0,24.4,39.57,0.46,58.56,0.38,0.27,0.04,0.65,0.08,2.0,2.0,0.07,0.07,1,0,0
48013,2003,Atascosa County,Texas,38628.0,20.2,3044.0,21.6,398.0,33081.0,52900.0,24.4,39.57,0.46,58.56,0.38,0.27,0.04,0.65,0.08,21.0,21.0,0.69,0.69,0,0,0
48013,2004,Atascosa County,Texas,38628.0,20.2,3136.0,21.6,398.0,33081.0,52900.0,24.4,39.57,0.46,58.56,0.38,0.27,0.04,0.65,0.08,24.0,24.0,0.77,0.77,0,0,0
48013,2005,Atascosa County,Texas,43524.0,16.16,3227.0,25.03,632.0,41178.0,80300.0,31.0,37.22,0.71,60.54,0.03,0.26,0.03,1.18,0.04,9.0,9.0,0.28,0.28,1,0,0
48013,2006,Atascosa County,Texas,43524.0,16.16,3319.0,25.03,632.0,41178.0,80300.0,31.0,37.22,0.71,60.54,0.03,0.26,0.03,1.18,0.04,22.0,16.0,0.48,0.66,1,0,0
48013,2007,Atascosa County,Texas,43524.0,16.16,3411.0,25.03,632.0,41178.0,80300.0,31.0,37.22,0.71,60.54,0.03,0.26,0.03,1.18,0.04,49.0,36.0,1.06,1.44,1,0,0
48013,2008,Atascosa County,Texas,43524.0,16.16,3503.0,25.03,632.0,41178.0,80300.0,31.0,37.22,0.71,60.54,0.03,0.26,0.03,1.18,0.04,41.0,39.0,1.11,1.17,1,0,0
48013,2009,Atascosa County,Texas,43524.0,16.16,3595.0,25.03,632.0,41178.0,80300.0,31.0,37.22,0.71,60.54,0.03,0.26,0.03,1.18,0.04,34.0,34.0,0.95,0.95,1,0,0
48013,2010,Atascosa County,Texas,44911.0,14.0,3687.0,24.18,699.0,45702.0,83300.0,26.9,36.28,0.57,61.87,0.32,0.29,0.03,0.55,0.1,55.0,54.0,1.46,1.49,1,0,0
48013,2011,Atascosa County,Texas,47050.0,13.41,3814.0,25.74,742.0,52192.0,91500.0,24.4,34.98,0.78,62.79,0.14,0.28,0.0,0.96,0.07,59.0,56.0,1.47,1.55,1,0,0
48013,2012,Atascosa County,Texas,47050.0,13.41,3941.0,25.74,742.0,52192.0,91500.0,24.4,34.98,0.78,62.79,0.14,0.28,0.0,0.96,0.07,55.0,55.0,1.4,1.4,1,0,0
48013,2013,Atascosa County,Texas,47050.0,13.41,4068.0,25.74,742.0,52192.0,91500.0,24.4,34.98,0.78,62.79,0.14,0.28,0.0,0.96,0.07,55.0,55.0,1.35,1.35,1,0,0
48013,2014,Atascosa County,Texas,47050.0,13.41,4194.0,25.74,742.0,52192.0,91500.0,24.4,34.98,0.78,62.79,0.14,0.28,0.0,0.96,0.07,28.0,27.0,0.64,0.67,1,0,0
48013,2015,Atascosa County,Texas,47050.0,13.41,4321.0,25.74,742.0,52192.0,91500.0,24.4,34.98,0.78,62.79,0.14,0.28,0.0,0.96,0.07,26.0,24.0,0.56,0.6,1,0,0
48013,2016,Atascosa County,Texas,47050.0,13.41,4448.0,25.74,742.0,52192.0,91500.0,24.4,34.98,0.78,62.79,0.14,0.28,0.0,0.96,0.07,13.0,13.0,0.29,0.29,1,0,0
48015,2000,Austin County,Texas,23590.0,12.05,1993.0,22.78,475.0,38615.0,85000.0,20.1,71.91,10.49,16.13,0.2,0.29,0.0,0.83,0.14,28.0,24.0,1.2,1.41,0,0,0
48015,2001,Austin County,Texas,23590.0,12.05,2058.0,22.78,475.0,38615.0,85000.0,20.1,71.91,10.49,16.13,0.2,0.29,0.0,0.83,0.14,34.0,33.0,1.6,1.65,0,0,0
48015,2002,Austin County,Texas,23590.0,12.05,2123.0,22.78,475.0,38615.0,85000.0,20.1,71.91,10.49,16.13,0.2,0.29,0.0,0.83,0.14,43.0,37.0,1.74,2.03,0,0,0
48015,2003,Austin County,Texas,23590.0,12.05,2188.0,22.78,475.0,38615.0,85000.0,20.1,71.91,10.49,16.13,0.2,0.29,0.0,0.83,0.14,43.0,39.0,1.78,1.96,0,0,0
48015,2004,Austin County,Texas,23590.0,12.05,2254.0,22.78,475.0,38615.0,85000.0,20.1,71.91,10.49,16.13,0.2,0.29,0.0,0.83,0.14,37.0,31.0,1.38,1.64,0,0,0
48015,2005,Austin County,Texas,26567.0,6.25,2319.0,21.37,614.0,51086.0,130300.0,22.1,67.96,9.77,21.0,0.3,0.05,0.0,0.84,0.08,55.0,48.0,2.07,2.37,0,0,0
48015,2006,Austin County,Texas,26567.0,6.25,2384.0,21.37,614.0,51086.0,130300.0,22.1,67.96,9.77,21.0,0.3,0.05,0.0,0.84,0.08,40.0,37.0,1.55,1.68,0,0,0
48015,2007,Austin County,Texas,26567.0,6.25,2449.0,21.37,614.0,51086.0,130300.0,22.1,67.96,9.77,21.0,0.3,0.05,0.0,0.84,0.08,1.0,1.0,0.04,0.04,1,0,0
48015,2008,Austin County,Texas,26567.0,6.25,2515.0,21.37,614.0,51086.0,130300.0,22.1,67.96,9.77,21.0,0.3,0.05,0.0,0.84,0.08,0.0,0.0,0.0,0.0,1,0,0
48015,2009,Austin County,Texas,26567.0,6.25,2580.0,21.37,614.0,51086.0,130300.0,22.1,67.96,9.77,21.0,0.3,0.05,0.0,0.84,0.08,1.0,1.0,0.04,0.04,1,0,0
48015,2010,Austin County,Texas,28417.0,6.98,2645.0,24.41,763.0,51340.0,153200.0,25.4,65.65,9.23,23.37,0.28,0.39,0.0,0.95,0.13,9.0,9.0,0.34,0.34,1,0,0
48015,2011,Austin County,Texas,28886.0,8.42,2708.0,26.11,825.0,53687.0,157000.0,26.8,63.9,8.71,25.37,0.02,0.0,0.0,1.9,0.1,8.0,8.0,0.3,0.3,1,0,0
48015,2012,Austin County,Texas,28886.0,8.42,2771.0,26.11,825.0,53687.0,157000.0,26.8,63.9,8.71,25.37,0.02,0.0,0.0,1.9,0.1,34.0,33.0,1.19,1.23,0,0,0
48015,2013,Austin County,Texas,28886.0,8.42,2834.0,26.11,825.0,53687.0,157000.0,26.8,63.9,8.71,25.37,0.02,0.0,0.0,1.9,0.1,44.0,42.0,1.48,1.55,1,0,0
48015,2014,Austin County,Texas,28886.0,8.42,2896.0,26.11,825.0,53687.0,157000.0,26.8,63.9,8.71,25.37,0.02,0.0,0.0,1.9,0.1,24.0,24.0,0.83,0.83,1,0,0
